Warehouse_block,Shipment_mode,Customer_care_calls,Customer_rating,Product_Cost,Prior_purchases,Product_importance,Gender,Discount_offered,Weights_gms,Delivery_status,Delay_flag,Discount_category,Weight_Category
F,Flight,3,1,109,6,low,F,5,4374,On Time,0,Low,Medium
D,Flight,3,4,194,3,medium,M,7,4565,Delayed,1,Low,Medium
F,Flight,3,3,214,2,medium,F,9,4185,Delayed,1,Low,Medium
A,Flight,3,5,161,3,low,F,4,5629,Delayed,1,Low,Medium
B,Flight,3,5,202,4,medium,F,7,4458,Delayed,1,Low,Medium
C,Flight,3,3,179,8,high,F,3,5429,On Time,0,Low,Medium
F,Flight,5,1,137,5,low,F,8,4584,Delayed,1,Low,Medium
D,Flight,6,1,173,3,medium,F,2,4892,Delayed,1,Low,Medium
F,Flight,3,4,243,3,medium,M,6,4950,Delayed,1,Low,Medium
A,Flight,4,2,258,5,medium,M,2,1494,Delayed,1,Low,Light
B,Flight,6,3,245,4,low,F,3,1982,On Time,0,Low,Light
C,Flight,6,3,296,4,low,F,4,1650,Delayed,1,Low,Light
F,Ship,5,4,267,5,low,M,9,1113,Delayed,1,Low,Light
D,Ship,6,5,268,4,medium,F,1,1248,On Time,0,Low,Light
F,Ship,7,4,277,5,low,M,4,1373,Delayed,1,Low,Light
A,Ship,6,1,259,4,low,F,4,1198,Delayed,1,Low,Light
B,Ship,5,1,275,5,low,M,6,1156,On Time,0,Low,Light
C,Ship,6,3,298,4,low,F,9,1515,On Time,0,Low,Light
F,Ship,5,2,243,5,medium,F,4,1385,Delayed,1,Low,Light
D,Ship,7,2,255,4,medium,F,10,1372,Delayed,1,Low,Light
F,Ship,4,5,232,5,low,F,3,1817,Delayed,1,Low,Light
A,Ship,3,4,247,3,low,F,4,5844,Delayed,1,Low,Medium
B,Ship,4,4,272,2,low,M,1,4013,On Time,0,Low,Medium
C,Ship,4,1,171,2,medium,F,10,4536,Delayed,1,Low,Medium
F,Ship,5,5,211,3,medium,F,7,5983,On Time,0,Low,Medium
D,Ship,3,1,271,3,medium,M,1,5486,On Time,0,Low,Medium
F,Ship,6,1,155,5,medium,F,8,4882,Delayed,1,Low,Medium
A,Ship,4,5,220,3,medium,F,1,4912,On Time,0,Low,Medium
B,Ship,3,5,220,3,low,F,5,4407,Delayed,1,Low,Medium
C,Ship,2,1,285,3,high,F,7,4999,Delayed,1,Low,Medium
F,Ship,3,1,109,6,low,F,6,5457,On Time,0,Low,Medium
D,Ship,3,2,194,3,medium,F,7,4727,On Time,0,Low,Medium
F,Ship,3,5,214,2,medium,F,6,4578,Delayed,1,Low,Medium
A,Ship,3,5,161,3,low,F,10,5663,On Time,0,Low,Medium
B,Ship,3,3,202,4,medium,M,10,5137,On Time,0,Low,Medium
C,Ship,3,2,179,8,high,M,3,4584,Delayed,1,Low,Medium
F,Ship,5,1,137,5,low,M,4,4586,On Time,0,Low,Medium
D,Ship,6,2,173,3,medium,F,4,5970,Delayed,1,Low,Medium
F,Ship,3,1,243,3,medium,M,6,5371,Delayed,1,Low,Medium
A,Ship,4,5,258,5,medium,M,2,1481,Delayed,1,Low,Light
B,Ship,6,2,245,4,low,F,9,1594,Delayed,1,Low,Light
C,Ship,6,4,296,4,low,M,4,1973,Delayed,1,Low,Light
F,Ship,5,5,267,5,low,F,1,1352,On Time,0,Low,Light
D,Ship,6,1,268,4,medium,M,10,1958,Delayed,1,Low,Light
F,Ship,7,2,277,5,low,F,7,1260,On Time,0,Low,Light
A,Ship,6,2,259,4,low,F,10,2000,On Time,0,Low,Light
B,Ship,5,3,275,5,low,F,2,1816,Delayed,1,Low,Light
C,Ship,6,2,298,4,low,M,2,1648,Delayed,1,Low,Light
F,Ship,5,5,243,5,medium,M,2,1817,Delayed,1,Low,Light
D,Ship,6,5,280,4,low,F,3,1819,On Time,0,Low,Light
F,Ship,6,3,277,4,medium,M,6,1623,On Time,0,Low,Light
A,Ship,6,4,284,4,low,F,7,1518,On Time,0,Low,Light
B,Ship,4,1,258,5,low,M,8,1306,Delayed,1,Low,Light
C,Ship,7,1,254,4,low,F,5,1865,On Time,0,Low,Light
F,Ship,5,4,263,5,medium,M,8,1548,Delayed,1,Low,Light
D,Ship,6,2,267,4,low,M,10,1580,Delayed,1,Low,Light
F,Ship,6,3,247,4,medium,M,7,1626,On Time,0,Low,Light
A,Ship,5,1,233,5,medium,F,6,1631,On Time,0,Low,Light
B,Ship,7,2,254,4,medium,F,9,1788,Delayed,1,Low,Light
C,Ship,6,1,289,5,medium,M,7,1223,Delayed,1,Low,Light
F,Ship,6,2,282,4,medium,M,6,1674,Delayed,1,Low,Light
D,Ship,5,3,243,6,medium,M,10,1729,On Time,0,Low,Light
F,Ship,5,3,243,5,medium,M,8,1223,On Time,0,Low,Light
A,Ship,4,2,228,5,low,F,3,1473,On Time,0,Low,Light
B,Ship,5,5,235,5,low,M,4,1758,Delayed,1,Low,Light
C,Ship,4,4,274,6,low,M,10,1355,On Time,0,Low,Light
F,Ship,6,4,254,5,medium,F,10,1435,Delayed,1,Low,Light
D,Ship,4,5,251,6,low,F,1,1625,Delayed,1,Low,Light
F,Ship,7,1,310,4,medium,F,8,1601,On Time,0,Low,Light
A,Ship,7,3,288,4,medium,M,3,1989,Delayed,1,Low,Light
B,Ship,4,3,218,5,medium,F,9,1024,Delayed,1,Low,Light
C,Ship,5,5,251,5,medium,F,10,1683,Delayed,1,Low,Light
F,Ship,5,3,263,5,medium,F,6,1192,Delayed,1,Low,Light
D,Ship,4,4,266,6,low,F,2,1776,On Time,0,Low,Light
F,Ship,6,2,307,4,low,F,9,1674,Delayed,1,Low,Light
A,Ship,7,5,268,4,medium,F,9,1754,On Time,0,Low,Light
B,Ship,6,5,157,5,low,F,10,1133,Delayed,1,Low,Light
C,Ship,7,3,262,4,low,F,1,1384,On Time,0,Low,Light
F,Ship,4,2,245,5,medium,M,10,1668,On Time,0,Low,Light
D,Ship,5,5,217,6,medium,M,5,1616,Delayed,1,Low,Light
F,Ship,6,3,259,4,high,F,7,1208,Delayed,1,Low,Light
A,Ship,5,2,238,5,low,F,4,1962,Delayed,1,Low,Light
B,Ship,6,4,288,4,medium,F,9,1575,Delayed,1,Low,Light
C,Ship,7,4,284,4,low,M,3,1751,On Time,0,Low,Light
F,Ship,4,4,243,5,medium,M,2,1842,Delayed,1,Low,Light
D,Ship,6,2,260,4,low,F,8,1522,Delayed,1,Low,Light
F,Ship,4,3,264,5,low,F,2,1541,Delayed,1,Low,Light
A,Ship,5,2,269,5,medium,F,10,1113,On Time,0,Low,Light
B,Ship,7,4,282,4,low,M,6,1800,Delayed,1,Low,Light
C,Ship,5,2,250,6,low,M,1,1296,On Time,0,Low,Light
F,Ship,5,5,230,5,low,F,8,1067,Delayed,1,Low,Light
D,Ship,6,5,254,4,high,F,10,1217,Delayed,1,Low,Light
F,Ship,5,4,256,5,low,M,2,1723,On Time,0,Low,Light
A,Ship,4,2,255,5,low,F,7,1378,Delayed,1,Low,Light
B,Ship,7,3,306,4,low,M,2,1790,On Time,0,Low,Light
C,Ship,6,2,189,2,low,F,2,1837,Delayed,1,Low,Light
F,Ship,6,3,280,4,low,M,2,1753,Delayed,1,Low,Light
D,Ship,6,5,310,4,medium,F,10,1553,Delayed,1,Low,Light
F,Ship,5,4,266,2,medium,M,1,5494,Delayed,1,Low,Medium
A,Ship,3,3,196,3,low,M,4,5622,Delayed,1,Low,Medium
B,Ship,3,2,198,5,medium,F,6,5443,Delayed,1,Low,Medium
C,Ship,5,5,163,2,high,M,6,5253,On Time,0,Low,Medium
F,Ship,3,3,137,3,low,F,8,4742,Delayed,1,Low,Medium
D,Ship,3,1,167,2,low,F,8,4171,On Time,0,Low,Medium
F,Ship,3,5,115,2,low,M,10,4200,Delayed,1,Low,Medium
A,Road,5,2,192,2,low,M,5,4046,Delayed,1,Low,Medium
B,Road,4,2,238,5,medium,M,9,4618,Delayed,1,Low,Medium
C,Road,4,2,142,3,low,M,2,4790,On Time,0,Low,Medium
F,Road,3,2,256,2,low,F,7,5725,On Time,0,Low,Medium
D,Road,4,1,208,3,medium,F,7,4592,Delayed,1,Low,Medium
F,Road,3,2,257,2,medium,M,8,4242,On Time,0,Low,Medium
A,Road,4,3,227,3,medium,M,8,5829,On Time,0,Low,Medium
B,Road,4,2,219,4,low,M,8,5660,Delayed,1,Low,Medium
C,Road,5,3,202,2,low,F,9,5645,On Time,0,Low,Medium
F,Road,4,2,158,3,medium,F,9,4078,On Time,0,Low,Medium
D,Road,6,3,235,3,low,F,7,4829,On Time,0,Low,Medium
F,Road,4,4,233,3,low,M,9,4300,On Time,0,Low,Medium
A,Road,4,5,244,3,medium,M,3,5857,On Time,0,Low,Medium
B,Road,3,5,244,5,medium,F,10,4163,Delayed,1,Low,Medium
C,Road,3,5,148,3,low,M,4,5919,Delayed,1,Low,Medium
F,Road,5,5,171,2,high,M,8,4602,Delayed,1,Low,Medium
D,Road,5,2,197,5,low,F,4,4196,On Time,0,Low,Medium
F,Road,3,1,256,3,low,F,5,5643,Delayed,1,Low,Medium
A,Road,6,3,223,2,medium,M,7,5007,Delayed,1,Low,Medium
B,Road,5,2,271,4,low,F,4,4066,Delayed,1,Low,Medium
C,Road,2,1,135,4,medium,F,8,5001,On Time,0,Low,Medium
F,Road,6,4,272,2,low,M,7,4145,Delayed,1,Low,Medium
D,Flight,3,1,265,3,medium,F,10,4244,Delayed,1,Low,Medium
F,Flight,5,5,180,2,high,M,5,4585,On Time,0,Low,Medium
A,Flight,5,3,187,3,low,M,2,5967,Delayed,1,Low,Medium
B,Flight,3,3,158,3,low,M,1,5502,Delayed,1,Low,Medium
C,Flight,4,1,234,2,medium,F,4,5164,Delayed,1,Low,Medium
F,Flight,6,4,224,5,medium,M,10,5602,Delayed,1,Low,Medium
D,Flight,4,4,153,3,medium,M,3,4422,On Time,0,Low,Medium
F,Flight,3,5,125,2,low,F,2,4182,On Time,0,Low,Medium
A,Flight,4,1,204,3,medium,M,3,4310,Delayed,1,Low,Medium
B,Flight,3,1,199,3,high,M,3,5127,Delayed,1,Low,Medium
C,Flight,3,4,216,3,low,F,3,5149,Delayed,1,Low,Medium
F,Flight,4,3,183,3,low,F,6,5712,On Time,0,Low,Medium
D,Flight,4,3,136,3,medium,F,4,5769,On Time,0,Low,Medium
F,Flight,4,1,269,3,low,F,3,4409,On Time,0,Low,Medium
A,Flight,5,5,105,4,low,M,6,5135,On Time,0,Low,Medium
B,Flight,4,2,253,2,low,F,4,4502,On Time,0,Low,Medium
C,Flight,3,1,263,3,medium,M,4,4616,Delayed,1,Low,Medium
F,Flight,4,1,266,3,low,M,10,4382,Delayed,1,Low,Medium
D,Flight,3,3,185,2,low,M,4,4746,Delayed,1,Low,Medium
F,Flight,3,4,245,2,medium,F,1,4427,Delayed,1,Low,Medium
A,Flight,3,5,184,3,medium,F,9,4969,Delayed,1,Low,Medium
B,Flight,5,4,235,3,medium,F,8,4636,Delayed,1,Low,Medium
C,Ship,3,2,247,3,medium,M,8,5194,Delayed,1,Low,Medium
F,Ship,4,4,145,2,medium,M,9,5070,Delayed,1,Low,Medium
D,Ship,3,3,158,2,low,F,4,5960,Delayed,1,Low,Medium
F,Ship,4,5,268,2,low,M,2,4721,On Time,0,Low,Medium
A,Ship,3,1,186,3,medium,F,4,5515,On Time,0,Low,Medium
B,Ship,2,3,226,3,medium,M,8,5106,On Time,0,Low,Medium
C,Ship,5,1,258,3,medium,M,7,4466,On Time,0,Low,Medium
F,Ship,3,4,189,3,high,M,2,5464,Delayed,1,Low,Medium
D,Ship,5,3,255,4,medium,F,4,4178,On Time,0,Low,Medium
F,Ship,5,5,207,4,low,F,1,5035,Delayed,1,Low,Medium
A,Ship,3,5,271,3,low,M,2,5229,On Time,0,Low,Medium
B,Ship,3,4,239,4,medium,F,10,5455,On Time,0,Low,Medium
C,Ship,4,4,186,3,low,F,8,4969,On Time,0,Low,Medium
F,Ship,4,1,139,3,medium,F,7,4275,Delayed,1,Low,Medium
D,Ship,3,3,224,6,medium,M,10,4221,Delayed,1,Low,Medium
F,Ship,4,2,198,2,high,M,2,5662,Delayed,1,Low,Medium
A,Ship,4,4,102,3,high,F,9,5644,On Time,0,Low,Medium
B,Ship,3,3,219,3,high,M,5,4321,Delayed,1,Low,Medium
C,Ship,4,5,240,5,medium,M,8,4314,Delayed,1,Low,Medium
F,Ship,3,2,222,2,medium,M,1,4021,On Time,0,Low,Medium
D,Ship,2,2,221,2,medium,F,3,4500,On Time,0,Low,Medium
F,Ship,5,3,229,2,medium,F,1,5294,On Time,0,Low,Medium
A,Ship,5,2,146,3,low,F,5,4725,Delayed,1,Low,Medium
B,Ship,3,3,165,2,low,M,1,5661,Delayed,1,Low,Medium
C,Ship,4,4,200,3,low,F,7,5807,On Time,0,Low,Medium
F,Ship,4,2,232,2,low,M,5,4907,Delayed,1,Low,Medium
D,Ship,5,5,240,2,low,F,2,5655,Delayed,1,Low,Medium
F,Ship,5,4,240,4,medium,M,7,4552,On Time,0,Low,Medium
A,Ship,3,2,187,3,medium,F,7,5334,Delayed,1,Low,Medium
B,Ship,5,4,239,3,low,F,7,4960,Delayed,1,Low,Medium
C,Ship,3,1,171,4,medium,F,6,5398,Delayed,1,Low,Medium
F,Ship,4,2,239,4,medium,M,8,4039,Delayed,1,Low,Medium
D,Ship,4,2,166,5,low,M,8,4493,Delayed,1,Low,Medium
F,Ship,6,1,113,2,medium,F,7,5234,On Time,0,Low,Medium
A,Ship,4,3,104,5,low,F,6,4617,On Time,0,Low,Medium
B,Ship,3,4,270,3,medium,F,10,5417,Delayed,1,Low,Medium
C,Ship,5,1,145,2,medium,M,8,4485,On Time,0,Low,Medium
F,Ship,3,5,171,3,medium,M,5,4075,On Time,0,Low,Medium
D,Ship,4,5,160,3,low,F,9,5799,On Time,0,Low,Medium
F,Ship,4,2,210,2,medium,F,1,5437,On Time,0,Low,Medium
A,Ship,4,1,256,4,medium,F,3,5324,Delayed,1,Low,Medium
B,Ship,4,5,155,3,low,F,10,5315,On Time,0,Low,Medium
C,Ship,5,1,126,5,medium,F,2,5659,On Time,0,Low,Medium
F,Ship,3,1,189,3,low,M,1,4886,Delayed,1,Low,Medium
D,Ship,4,1,206,3,high,M,2,5013,On Time,0,Low,Medium
F,Ship,4,3,242,2,medium,M,2,5879,Delayed,1,Low,Medium
A,Ship,3,1,258,2,low,F,4,5262,Delayed,1,Low,Medium
B,Ship,4,4,196,4,low,F,10,4871,On Time,0,Low,Medium
C,Ship,3,3,209,3,low,M,1,5186,Delayed,1,Low,Medium
F,Ship,4,4,259,2,low,M,6,4308,On Time,0,Low,Medium
D,Ship,2,1,140,2,medium,F,8,4965,Delayed,1,Low,Medium
F,Ship,5,3,141,2,medium,F,10,4651,Delayed,1,Low,Medium
A,Ship,3,1,160,2,medium,M,5,4435,On Time,0,Low,Medium
B,Ship,5,4,208,4,medium,F,8,4116,Delayed,1,Low,Medium
C,Ship,3,4,198,3,low,F,3,5322,Delayed,1,Low,Medium
F,Ship,4,4,264,3,low,M,6,5959,On Time,0,Low,Medium
D,Ship,4,3,136,4,low,M,10,5911,Delayed,1,Low,Medium
F,Ship,4,4,221,4,low,F,2,5595,On Time,0,Low,Medium
A,Ship,5,3,242,3,low,F,10,4889,On Time,0,Low,Medium
B,Ship,4,2,162,3,low,M,7,5614,Delayed,1,Low,Medium
C,Ship,4,5,258,3,low,F,3,5422,On Time,0,Low,Medium
F,Ship,5,3,172,3,medium,F,3,4056,Delayed,1,Low,Medium
D,Ship,4,4,222,4,medium,M,6,4733,Delayed,1,Low,Medium
F,Ship,3,2,215,2,low,F,7,4305,Delayed,1,Low,Medium
A,Ship,3,4,164,2,low,M,1,4067,On Time,0,Low,Medium
B,Ship,5,1,233,3,low,F,6,5560,Delayed,1,Low,Medium
C,Ship,4,4,249,3,medium,F,1,5743,Delayed,1,Low,Medium
F,Ship,4,5,217,3,low,F,3,5380,On Time,0,Low,Medium
D,Ship,4,3,260,3,low,M,1,4796,Delayed,1,Low,Medium
F,Ship,4,1,219,2,medium,M,6,5314,Delayed,1,Low,Medium
A,Ship,4,1,267,4,medium,M,2,4024,Delayed,1,Low,Medium
B,Ship,5,3,137,4,low,F,9,4754,Delayed,1,Low,Medium
C,Ship,4,5,141,2,low,M,1,4395,On Time,0,Low,Medium
F,Ship,4,2,201,2,medium,M,6,5729,Delayed,1,Low,Medium
D,Ship,5,1,125,4,medium,M,3,5595,Delayed,1,Low,Medium
F,Ship,3,1,173,2,medium,F,1,5927,On Time,0,Low,Medium
A,Ship,3,5,271,2,medium,F,6,4020,On Time,0,Low,Medium
B,Ship,4,5,243,3,low,M,9,5263,Delayed,1,Low,Medium
C,Ship,5,1,151,3,low,F,9,4895,Delayed,1,Low,Medium
F,Ship,4,4,224,4,medium,F,2,4503,On Time,0,Low,Medium
D,Ship,3,2,141,3,low,M,7,4682,Delayed,1,Low,Medium
F,Ship,3,2,133,3,medium,M,10,5803,Delayed,1,Low,Medium
A,Ship,3,2,239,3,low,M,4,5628,On Time,0,Low,Medium
B,Ship,4,3,203,2,low,M,8,5597,Delayed,1,Low,Medium
C,Ship,4,2,220,3,low,F,9,5896,Delayed,1,Low,Medium
F,Ship,4,3,212,2,low,M,8,5513,Delayed,1,Low,Medium
D,Ship,2,4,252,4,medium,M,4,4787,Delayed,1,Low,Medium
F,Ship,5,5,265,3,low,M,3,5637,Delayed,1,Low,Medium
A,Ship,4,2,199,3,low,M,7,5342,Delayed,1,Low,Medium
B,Ship,3,5,209,3,high,F,4,5413,Delayed,1,Low,Medium
C,Ship,4,5,254,3,low,F,7,4363,Delayed,1,Low,Medium
F,Ship,2,3,216,3,high,M,9,4032,On Time,0,Low,Medium
D,Ship,5,4,196,2,medium,M,2,5515,Delayed,1,Low,Medium
F,Road,4,4,258,3,high,M,2,5420,Delayed,1,Low,Medium
A,Road,3,3,137,3,high,M,7,5794,On Time,0,Low,Medium
B,Road,6,5,282,4,low,M,10,4901,Delayed,1,Low,Medium
C,Road,3,2,156,2,medium,M,10,4276,Delayed,1,Low,Medium
F,Road,4,5,237,5,medium,M,4,4917,Delayed,1,Low,Medium
D,Road,4,5,170,3,medium,M,3,4695,On Time,0,Low,Medium
F,Road,4,1,243,3,high,F,9,4277,Delayed,1,Low,Medium
A,Road,4,5,163,3,medium,F,2,4887,Delayed,1,Low,Medium
B,Road,3,4,257,3,low,F,4,4883,Delayed,1,Low,Medium
C,Road,5,4,179,6,medium,M,1,5433,Delayed,1,Low,Medium
F,Road,3,3,274,4,medium,F,7,4828,Delayed,1,Low,Medium
D,Road,3,4,174,2,low,F,4,4295,On Time,0,Low,Medium
F,Road,4,2,162,6,low,F,4,4094,Delayed,1,Low,Medium
A,Road,6,2,269,6,medium,M,4,4423,Delayed,1,Low,Medium
B,Road,4,1,147,2,low,M,8,4600,On Time,0,Low,Medium
C,Road,6,4,286,4,medium,F,5,4262,Delayed,1,Low,Medium
F,Road,2,5,271,3,low,F,6,5471,On Time,0,Low,Medium
D,Road,5,2,130,4,high,M,4,4371,Delayed,1,Low,Medium
F,Road,4,5,258,2,medium,F,2,4303,On Time,0,Low,Medium
A,Road,5,1,151,3,medium,F,1,4981,Delayed,1,Low,Medium
B,Road,5,4,208,8,medium,F,4,5155,On Time,0,Low,Medium
C,Road,6,2,137,10,low,F,5,4510,Delayed,1,Low,Medium
F,Flight,3,1,250,3,medium,F,8,5509,Delayed,1,Low,Medium
D,Flight,4,5,211,2,low,F,4,4106,On Time,0,Low,Medium
F,Flight,4,1,196,3,medium,F,9,5216,On Time,0,Low,Medium
A,Flight,3,4,174,3,low,F,3,5366,On Time,0,Low,Medium
B,Flight,6,5,277,4,medium,F,5,1845,On Time,0,Low,Light
C,Flight,6,2,284,4,low,F,7,1181,On Time,0,Low,Light
F,Flight,4,5,258,5,low,M,3,1162,Delayed,1,Low,Light
D,Flight,7,1,254,4,low,M,9,1876,Delayed,1,Low,Light
F,Flight,5,5,263,5,medium,M,10,1789,On Time,0,Low,Light
A,Flight,6,5,267,4,low,M,3,1550,Delayed,1,Low,Light
B,Flight,6,4,247,4,medium,M,2,1858,On Time,0,Low,Light
C,Flight,5,1,233,5,medium,M,4,1622,Delayed,1,Low,Light
F,Flight,7,5,254,4,medium,F,6,1014,Delayed,1,Low,Light
D,Flight,6,3,289,5,medium,F,1,1949,On Time,0,Low,Light
F,Flight,6,2,282,4,medium,F,9,1385,Delayed,1,Low,Light
A,Flight,5,3,243,6,medium,F,10,1189,On Time,0,Low,Light
B,Flight,5,1,243,5,medium,M,8,1732,Delayed,1,Low,Light
C,Flight,4,5,228,5,low,M,2,1996,Delayed,1,Low,Light
F,Flight,5,4,235,5,low,F,8,1549,Delayed,1,Low,Light
D,Flight,4,1,274,6,low,M,8,1141,On Time,0,Low,Light
F,Flight,6,3,254,5,medium,F,7,1615,On Time,0,Low,Light
A,Flight,4,4,237,5,medium,F,6,4586,Delayed,1,Low,Medium
B,Ship,4,4,170,3,medium,M,4,4062,Delayed,1,Low,Medium
C,Ship,4,4,243,3,high,F,4,5082,On Time,0,Low,Medium
F,Ship,4,5,163,3,medium,M,1,4049,On Time,0,Low,Medium
D,Ship,3,3,257,3,low,M,5,4937,On Time,0,Low,Medium
F,Ship,5,3,179,6,medium,M,1,4930,On Time,0,Low,Medium
A,Ship,3,1,274,4,medium,M,4,4057,Delayed,1,Low,Medium
B,Ship,3,4,174,2,low,M,7,4596,Delayed,1,Low,Medium
C,Ship,4,1,162,6,low,M,1,5525,On Time,0,Low,Medium
F,Ship,6,1,269,6,medium,F,2,5363,Delayed,1,Low,Medium
D,Ship,4,3,147,2,low,M,2,5431,Delayed,1,Low,Medium
F,Ship,6,5,286,4,medium,F,4,4889,Delayed,1,Low,Medium
A,Ship,2,5,271,3,low,M,9,4185,Delayed,1,Low,Medium
B,Ship,5,1,130,4,high,F,9,4946,On Time,0,Low,Medium
C,Ship,4,4,258,2,medium,F,5,4562,Delayed,1,Low,Medium
F,Ship,5,5,151,3,medium,M,2,5506,Delayed,1,Low,Medium
D,Ship,5,2,208,8,medium,M,5,4751,Delayed,1,Low,Medium
F,Ship,6,2,137,10,low,F,4,4490,Delayed,1,Low,Medium
A,Ship,3,2,250,3,medium,M,6,4636,Delayed,1,Low,Medium
B,Ship,4,3,211,2,low,F,6,5473,On Time,0,Low,Medium
C,Ship,4,4,196,3,medium,F,2,4320,On Time,0,Low,Medium
F,Ship,3,2,174,3,low,F,3,5207,On Time,0,Low,Medium
D,Ship,6,3,277,4,medium,F,6,1433,Delayed,1,Low,Light
F,Ship,6,3,284,4,low,F,3,1291,Delayed,1,Low,Light
A,Ship,4,4,258,5,low,M,9,1947,On Time,0,Low,Light
B,Ship,7,2,254,4,low,M,6,1006,Delayed,1,Low,Light
C,Ship,5,5,263,5,medium,M,2,1417,Delayed,1,Low,Light
F,Ship,6,1,267,4,low,M,9,1146,On Time,0,Low,Light
D,Ship,6,2,247,4,medium,M,3,1118,Delayed,1,Low,Light
F,Ship,5,3,233,5,medium,F,3,1398,Delayed,1,Low,Light
A,Ship,7,5,254,4,medium,F,1,1347,Delayed,1,Low,Light
B,Ship,6,2,289,5,medium,F,10,1607,On Time,0,Low,Light
C,Ship,6,3,282,4,medium,F,8,1375,Delayed,1,Low,Light
F,Ship,5,2,243,6,medium,M,7,1752,Delayed,1,Low,Light
D,Ship,5,4,243,5,medium,F,4,1813,Delayed,1,Low,Light
F,Ship,4,1,228,5,low,F,6,1874,Delayed,1,Low,Light
A,Ship,5,5,235,5,low,M,8,1332,On Time,0,Low,Light
B,Ship,7,3,306,4,low,F,4,1630,Delayed,1,Low,Light
C,Ship,6,1,189,2,low,F,6,1269,Delayed,1,Low,Light
F,Ship,6,4,280,4,low,M,4,1831,On Time,0,Low,Light
D,Ship,6,4,310,4,medium,M,1,1494,On Time,0,Low,Light
F,Ship,4,3,264,6,medium,F,10,1962,On Time,0,Low,Light
A,Ship,5,5,243,6,low,M,9,1348,Delayed,1,Low,Light
B,Ship,5,5,245,5,low,M,5,1252,Delayed,1,Low,Light
C,Ship,5,5,239,6,low,M,1,1384,Delayed,1,Low,Light
F,Ship,4,3,248,5,low,F,7,1789,On Time,0,Low,Light
D,Ship,6,1,268,4,low,F,1,1654,On Time,0,Low,Light
F,Ship,6,4,271,4,low,F,6,1503,Delayed,1,Low,Light
A,Ship,4,5,233,5,low,F,8,1040,On Time,0,Low,Light
B,Ship,5,1,245,5,low,M,9,1694,On Time,0,Low,Light
C,Ship,5,2,248,5,medium,F,1,1845,On Time,0,Low,Light
F,Ship,5,2,234,5,medium,M,6,1703,Delayed,1,Low,Light
D,Ship,4,2,259,5,medium,F,2,1054,Delayed,1,Low,Light
F,Ship,5,1,259,6,low,F,2,1876,Delayed,1,Low,Light
A,Ship,5,2,263,6,low,M,2,1851,Delayed,1,Low,Light
B,Ship,3,1,158,5,low,M,4,1171,On Time,0,Low,Light
C,Ship,5,5,270,5,low,M,5,1852,On Time,0,Low,Light
F,Ship,4,3,271,5,low,M,6,1555,On Time,0,Low,Light
D,Ship,5,5,237,5,medium,F,9,1709,Delayed,1,Low,Light
F,Ship,6,1,250,4,medium,M,5,1747,Delayed,1,Low,Light
A,Ship,4,2,270,5,low,F,10,1340,Delayed,1,Low,Light
B,Ship,4,5,242,6,low,F,9,1858,Delayed,1,Low,Light
C,Ship,5,1,271,5,low,F,4,1557,On Time,0,Low,Light
F,Ship,4,3,254,5,low,F,8,1851,Delayed,1,Low,Light
D,Ship,5,3,274,5,medium,M,7,1696,On Time,0,Low,Light
F,Ship,4,3,249,5,low,F,10,1067,On Time,0,Low,Light
A,Ship,4,3,245,5,low,M,7,1182,Delayed,1,Low,Light
B,Ship,4,5,237,5,low,F,9,1978,On Time,0,Low,Light
C,Ship,4,3,238,6,low,M,2,1898,Delayed,1,Low,Light
F,Ship,5,3,242,5,low,F,6,1681,Delayed,1,Low,Light
D,Ship,5,5,217,6,medium,M,1,1761,Delayed,1,Low,Light
F,Ship,4,2,242,6,low,F,10,1531,On Time,0,Low,Light
A,Ship,6,1,265,4,low,F,1,1345,On Time,0,Low,Light
B,Ship,3,4,267,3,low,F,3,4566,Delayed,1,Low,Medium
C,Ship,3,1,238,2,low,M,9,5158,Delayed,1,Low,Medium
F,Ship,5,3,284,5,medium,F,4,5343,On Time,0,Low,Medium
D,Ship,4,3,137,3,medium,M,5,4854,On Time,0,Low,Medium
F,Ship,2,1,232,6,low,F,2,5281,On Time,0,Low,Medium
A,Ship,3,3,262,2,low,F,10,5951,On Time,0,Low,Medium
B,Ship,5,1,158,2,medium,M,6,4873,Delayed,1,Low,Medium
C,Ship,5,5,226,4,low,F,10,5676,On Time,0,Low,Medium
F,Ship,4,3,199,2,low,M,4,5855,Delayed,1,Low,Medium
D,Ship,4,4,175,2,medium,F,10,4927,Delayed,1,Low,Medium
F,Ship,5,1,233,3,low,F,9,5039,Delayed,1,Low,Medium
A,Ship,2,5,111,2,low,F,5,4038,On Time,0,Low,Medium
B,Ship,5,2,218,3,low,M,4,5363,On Time,0,Low,Medium
C,Ship,5,1,189,4,low,F,10,4166,On Time,0,Low,Medium
F,Ship,4,3,257,3,low,M,8,5944,Delayed,1,Low,Medium
D,Ship,4,2,160,3,low,M,5,4492,Delayed,1,Low,Medium
F,Ship,3,3,197,3,low,F,4,4858,On Time,0,Low,Medium
A,Ship,3,5,283,2,low,M,2,4207,Delayed,1,Low,Medium
B,Ship,5,5,197,4,low,F,7,4141,On Time,0,Low,Medium
C,Ship,3,1,259,4,low,F,9,4084,On Time,0,Low,Medium
F,Ship,4,3,195,3,medium,M,5,5863,Delayed,1,Low,Medium
D,Road,3,1,159,2,medium,M,5,4906,On Time,0,Low,Medium
